Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2021†","Rabies, Animal, Cum 2021†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2021†","Rabies, Human, Cum 2021†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
WYOMING,2021,25,,-,3,,,-,20,,,-,0,,,-,,-,WYOMING,,20212556,POINT (-107.55145 42.999627)
MISSOURI,2021,25,,-,2,,1,,8,,,-,0,,,-,,-,MISSOURI,,20212524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,25,1,,12,,78,,10,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20212509,
CALIFORNIA,2021,25,,-,13,,,-,107,,,-,0,,,-,,-,CALIFORNIA,,20212559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,25,,-,5,,1,,13,,,-,0,,,-,,-,WEST VIRGINIA,,20212537,POINT (-80.613729 38.642579)
FLORIDA,2021,25,,-,19,,38,,77,,,-,0,,,-,,-,FLORIDA,,20212531,POINT (-82.420978 28.260731)
MONTANA,2021,25,,-,2,,4,,2,,,-,0,,,-,,-,MONTANA,,20212552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,25,1,,4,,12,,13,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20212520,
MASSACHUSETTS,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20212505,POINT (-71.481104 42.151077)
MOUNTAIN,2021,25,,-,8,,7,,35,,,-,0,,,-,,-,,MOUNTAIN,20212548,
INDIANA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20212516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20212569,
US TERRITORIES,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20212563,
RHODE ISLAND,2021,33,,-,13,,5,,10,,,-,0,,,-,,-,RHODE ISLAND,,20213307,POINT (-71.534637 41.572574)
DELAWARE,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20213329,POINT (-75.452394 38.994926)
KANSAS,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20213322,POINT (-98.38018 38.484729)
NEW JERSEY,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20213310,POINT (-74.655514 40.110253)
EAST NORTH CENTRAL,2021,33,2,,14,,53,,67,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20213314,
TENNESSEE,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20213342,POINT (-86.343226 35.842998)
CONNECTICUT,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20213303,POINT (-72.738288 41.575155)
MARYLAND,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20213333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,33,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20213335,POINT (-80.864614 33.878572)
OKLAHOMA,2021,33,,-,40,,25,,3,,,-,0,,,-,,-,OKLAHOMA,,20213346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213365,POINT (145.725693 15.1834)
OHIO,2021,33,,-,3,,19,,22,,,-,0,,,-,,-,OHIO,,20213318,POINT (-82.70936 40.415534)
MINNESOTA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20213323,POINT (-94.198308 46.349153)
LOUISIANA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20213345,POINT (-91.840238 30.921314)
HAWAII,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20213360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,33,7,,24,,185,,297,,,-,0,,,-,,-,,SOUTH ATLANTIC,20213328,
PENNSYLVANIA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20213313,POINT (-77.838886 40.896694)
UTAH,2021,33,,-,3,,2,,5,,,-,0,,,-,,-,UTAH,,20213355,POINT (-111.678222 39.323779)
ILLINOIS,2021,28,,-,6,,16,,13,,,-,0,,,-,,-,ILLINOIS,,20212815,POINT (-89.148632 40.124144)
IOWA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20212821,POINT (-93.500061 42.074659)
TEXAS,2021,28,6,,33,,177,,243,,,-,0,,,-,,-,TEXAS,,20212847,POINT (-99.317341 31.447238)
ALASKA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20212858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20212830,POINT (-77.016275 38.904785)
WASHINGTON,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20212862,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,28,2,,12,,46,,60,,,-,0,,,-,,-,,NEW ENGLAND,20212802,
RHODE ISLAND,2021,28,,-,12,,5,,7,,,-,0,,,-,,-,RHODE ISLAND,,20212807,POINT (-71.534637 41.572574)
OREGON,2021,28,,-,2,,3,,4,,,-,0,,,-,,-,OREGON,,20212861,POINT (-120.605279 43.940449)
DELAWARE,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20212829,POINT (-75.452394 38.994926)
ALABAMA,2021,28,3,,3,,18,,28,,,-,0,,,-,,-,ALABAMA,,20212839,POINT (-86.844516 32.756889)
KANSAS,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20212822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,28,1,,11,,106,,162,,,-,0,,,-,,-,NORTH CAROLINA,,20212834,POINT (-79.130883 35.52603)
GUAM,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20212866,POINT (144.653198 13.3532)
NEW JERSEY,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20212810,POINT (-74.655514 40.110253)
NEW MEXICO,2021,28,1,,2,,2,,8,,,-,0,,,-,,-,NEW MEXICO,,20212854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,28,,-,14,,34,,41,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20212814,
TENNESSEE,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20212842,POINT (-86.343226 35.842998)
CONNECTICUT,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20212803,POINT (-72.738288 41.575155)
MARYLAND,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20212833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,28,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20212835,POINT (-80.864614 33.878572)
OKLAHOMA,2021,28,2,,18,,24,,2,,,-,0,,,-,,-,OKLAHOMA,,20212846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212865,POINT (145.725693 15.1834)
OHIO,2021,28,,-,3,,9,,13,,,-,0,,,-,,-,OHIO,,20212818,POINT (-82.70936 40.415534)
MINNESOTA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20212823,POINT (-94.198308 46.349153)
LOUISIANA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20212845,POINT (-91.840238 30.921314)
HAWAII,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20212860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,28,1,,21,,151,,253,,,-,0,,,-,,-,,SOUTH ATLANTIC,20212828,
PENNSYLVANIA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20212813,POINT (-77.838886 40.896694)
UTAH,2021,28,1,,3,,2,,,-,,-,0,,,-,,-,UTAH,,20212855,POINT (-111.678222 39.323779)
COLORADO,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20212850,POINT (-105.547832 38.998552)
VERMONT,2021,28,,-,2,,,-,4,,,-,0,,,-,,-,VERMONT,,20212808,POINT (-72.662695 44.075252)
KENTUCKY,2021,28,2,,5,,7,,7,,,-,0,,,-,,-,KENTUCKY,,20212840,POINT (-85.290484 37.526683)
PUERTO RICO,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20212867,POINT (-66.414655 18.215692)
MAINE,2021,28,1,,3,,28,,40,,,-,0,,,-,,-,MAINE,,20212804,POINT (-69.06137 45.117911)
VIRGINIA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20212836,POINT (-78.666382 37.510861)
ARIZONA,2021,28,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20212849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20212864,
WISCONSIN,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20212819,POINT (-89.732969 44.639954)
IDAHO,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20212851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20212868,POINT (-64.840836 18.060868)
MICHIGAN,2021,28,,-,6,,9,,15,,,-,0,,,-,,-,MICHIGAN,,20212817,POINT (-85.730977 44.874798)
GEORGIA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20212832,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,28,,-,3,,6,,13,,,-,0,,,-,,-,,NEW YORK CITY,20212812,
ARKANSAS,2021,28,,-,3,,8,,18,,,-,0,,,-,,-,ARKANSAS,,20212844,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,28,,-,0,,,-,1,,,-,0,,,-,,-,MISSISSIPPI,,20212841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20212827,POINT (-100.230491 44.43614)
WYOMING,2021,28,,-,3,,,-,25,,,-,0,,,-,,-,WYOMING,,20212856,POINT (-107.55145 42.999627)
MISSOURI,2021,28,,-,2,,5,,9,,,-,0,,,-,,-,MISSOURI,,20212824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,28,,-,12,,89,,13,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20212809,
CALIFORNIA,2021,28,,-,13,,,-,119,,,-,0,,,-,,-,CALIFORNIA,,20212859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,28,,-,5,,1,,14,,,-,0,,,-,,-,WEST VIRGINIA,,20212837,POINT (-80.613729 38.642579)
FLORIDA,2021,28,,-,19,,44,,77,,,-,0,,,-,,-,FLORIDA,,20212831,POINT (-82.420978 28.260731)
MONTANA,2021,28,,-,2,,6,,2,,,-,0,,,-,,-,MONTANA,,20212852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,28,4,,4,,21,,14,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20212820,
MASSACHUSETTS,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20212805,POINT (-71.481104 42.151077)
MOUNTAIN,2021,28,3,,8,,12,,41,,,-,0,,,-,,-,,MOUNTAIN,20212848,
INDIANA,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20212816,POINT (-86.2818 39.919991)
US TERRITORIES,2021,28,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20212863,
COLORADO,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20213350,POINT (-105.547832 38.998552)
VERMONT,2021,33,,-,3,,9,,6,,,-,0,,,-,,-,VERMONT,,20213308,POINT (-72.662695 44.075252)
KENTUCKY,2021,33,,-,5,,9,,8,,,-,0,,,-,,-,KENTUCKY,,20213340,POINT (-85.290484 37.526683)
PUERTO RICO,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20213367,POINT (-66.414655 18.215692)
MAINE,2021,33,1,,3,,34,,49,,,-,0,,,-,,-,MAINE,,20213304,POINT (-69.06137 45.117911)
VIRGINIA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20213336,POINT (-78.666382 37.510861)
ARIZONA,2021,33,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20213349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213364,
WISCONSIN,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20213319,POINT (-89.732969 44.639954)
IDAHO,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20213351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20213368,POINT (-64.840836 18.060868)
MICHIGAN,2021,33,1,,6,,14,,23,,,-,0,,,-,,-,MICHIGAN,,20213317,POINT (-85.730977 44.874798)
GEORGIA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20213332,POINT (-83.426574 32.638481)
ARKANSAS,2021,33,2,,3,,10,,22,,,-,0,,,-,,-,ARKANSAS,,20213344,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,33,,-,0,,,-,1,,,-,0,,,-,,-,MISSISSIPPI,,20213341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20213327,POINT (-100.230491 44.43614)
WYOMING,2021,33,,-,3,,,-,34,,,-,0,,,-,,-,WYOMING,,20213356,POINT (-107.55145 42.999627)
MISSOURI,2021,33,,-,1,,5,,13,,,-,0,,,-,,-,MISSOURI,,20213324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,33,14,,17,,150,,23,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20213309,
CALIFORNIA,2021,33,,-,13,,,-,121,,,-,0,,,-,,-,CALIFORNIA,,20213359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,33,,-,5,,1,,17,,,-,0,,,-,,-,WEST VIRGINIA,,20213337,POINT (-80.613729 38.642579)
FLORIDA,2021,33,,-,19,,57,,77,,,-,0,,,-,,-,FLORIDA,,20213331,POINT (-82.420978 28.260731)
MONTANA,2021,33,,-,2,,11,,5,,,-,0,,,-,,-,MONTANA,,20213352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,33,,-,4,,28,,22,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20213320,
MASSACHUSETTS,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20213305,POINT (-71.481104 42.151077)
MOUNTAIN,2021,33,,-,6,,30,,69,,,-,0,,,-,,-,,MOUNTAIN,20213348,
INDIANA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20213316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20213369,
US TERRITORIES,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20213363,
NON-US RESIDENTS,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20213469,
US TERRITORIES,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20213463,
INDIANA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20213916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20213969,
US TERRITORIES,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20213963,
US RESIDENTS,2021,48,9,,69,,1464,,1745,,,-,1,,1,,,-,,US RESIDENTS,20214801,
NEW HAMPSHIRE,2021,48,,-,3,,23,,27,,,-,0,,,-,,-,NEW HAMPSHIRE,,20214806,POINT (-71.57139 43.680429)
NEW YORK,2021,48,5,,17,,271,,,-,,-,0,,,-,,-,NEW YORK,,20214811,POINT (-75.59655 42.921241)
PACIFIC,2021,48,,-,11,,153,,225,,,-,0,,,-,,-,,PACIFIC,20214857,
NEW ENGLAND,2021,29,3,,12,,51,,63,,,-,0,,,-,,-,,NEW ENGLAND,20212902,
WEST SOUTH CENTRAL,2021,48,3,,43,,386,,552,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20214843,
NEBRASKA,2021,48,1,,4,,32,,23,,,-,0,,,-,,-,NEBRASKA,,20214825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,48,,-,6,,51,,68,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20214838,
NORTH DAKOTA,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20214826,POINT (-100.46931 47.446305)
NEVADA,2021,48,,-,2,,9,,26,,,-,0,,,-,,-,NEVADA,,20214853,POINT (-114.916992 39.283294)
ILLINOIS,2021,48,,-,5,,40,,38,,,-,0,,,-,,-,ILLINOIS,,20214815,POINT (-89.148632 40.124144)
IOWA,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20214821,POINT (-93.500061 42.074659)
TEXAS,2021,48,3,,14,,333,,515,,,-,0,,,-,,-,TEXAS,,20214847,POINT (-99.317341 31.447238)
ALASKA,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20214858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214830,POINT (-77.016275 38.904785)
WASHINGTON,2021,48,,-,8,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20214862,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,48,,-,13,,102,,126,,,-,0,,,-,,-,,NEW ENGLAND,20214802,
RHODE ISLAND,2021,48,,-,13,,8,,17,,,-,0,,,-,,-,RHODE ISLAND,,20214807,POINT (-71.534637 41.572574)
OREGON,2021,48,,-,2,,10,,15,,,-,0,,,-,,-,OREGON,,20214861,POINT (-120.605279 43.940449)
DELAWARE,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214829,POINT (-75.452394 38.994926)
ALABAMA,2021,48,,-,3,,36,,52,,,-,0,,,-,,-,ALABAMA,,20214839,POINT (-86.844516 32.756889)
KANSAS,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,48,,-,10,,185,,282,,,-,0,,,-,,-,NORTH CAROLINA,,20214834,POINT (-79.130883 35.52603)
GUAM,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214866,POINT (144.653198 13.3532)
NEW JERSEY,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20214810,POINT (-74.655514 40.110253)
NEW MEXICO,2021,48,,-,2,,6,,14,,,-,0,,,-,,-,NEW MEXICO,,20214854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,48,,-,8,,105,,121,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20214814,
TENNESSEE,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20214842,POINT (-86.343226 35.842998)
TOTAL,2021,29,18,,53,,626,,879,,,-,0,,,-,,-,,TOTAL,20212970,
US RESIDENTS,2021,29,18,,53,,626,,879,,,-,0,,,-,,-,,US RESIDENTS,20212901,
NEW HAMPSHIRE,2021,29,1,,4,,14,,9,,,-,0,,,-,,-,NEW HAMPSHIRE,,20212906,POINT (-71.57139 43.680429)
NEW YORK,2021,29,7,,12,,94,,,-,,-,0,,,-,,-,NEW YORK,,20212911,POINT (-75.59655 42.921241)
PACIFIC,2021,29,,-,14,,3,,130,,,-,0,,,-,,-,,PACIFIC,20212957,
WEST SOUTH CENTRAL,2021,29,2,,33,,211,,264,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20212943,
NEBRASKA,2021,29,,-,4,,17,,6,,,-,0,,,-,,-,NEBRASKA,,20212925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,29,2,,6,,27,,37,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20212938,
NORTH DAKOTA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20212926,POINT (-100.46931 47.446305)
NEVADA,2021,29,,-,3,,4,,10,,,-,0,,,-,,-,NEVADA,,20212953,POINT (-114.916992 39.283294)
ILLINOIS,2021,29,,-,6,,16,,14,,,-,0,,,-,,-,ILLINOIS,,20212915,POINT (-89.148632 40.124144)
IOWA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20212921,POINT (-93.500061 42.074659)
TEXAS,2021,29,1,,33,,178,,244,,,-,0,,,-,,-,TEXAS,,20212947,POINT (-99.317341 31.447238)
ALASKA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20212958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20212930,POINT (-77.016275 38.904785)
WASHINGTON,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20212962,POINT (-120.592492 47.411715)
RHODE ISLAND,2021,29,,-,12,,5,,7,,,-,0,,,-,,-,RHODE ISLAND,,20212907,POINT (-71.534637 41.572574)
OREGON,2021,29,,-,2,,3,,4,,,-,0,,,-,,-,OREGON,,20212961,POINT (-120.605279 43.940449)
DELAWARE,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20212929,POINT (-75.452394 38.994926)
ALABAMA,2021,29,1,,3,,19,,28,,,-,0,,,-,,-,ALABAMA,,20212939,POINT (-86.844516 32.756889)
CONNECTICUT,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20214803,POINT (-72.738288 41.575155)
MARYLAND,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20214833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,48,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20214835,POINT (-80.864614 33.878572)
OKLAHOMA,2021,48,,-,41,,34,,4,,,-,0,,,-,,-,OKLAHOMA,,20214846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214865,POINT (145.725693 15.1834)
KANSAS,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20212922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,29,3,,11,,109,,170,,,-,0,,,-,,-,NORTH CAROLINA,,20212934,POINT (-79.130883 35.52603)
GUAM,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20212966,POINT (144.653198 13.3532)
NEW JERSEY,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20212910,POINT (-74.655514 40.110253)
NEW MEXICO,2021,29,,-,2,,2,,8,,,-,0,,,-,,-,NEW MEXICO,,20212954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,29,,-,14,,39,,43,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20212914,
TENNESSEE,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20212942,POINT (-86.343226 35.842998)
CONNECTICUT,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20212903,POINT (-72.738288 41.575155)
MARYLAND,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20212933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,29,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20212935,POINT (-80.864614 33.878572)
OKLAHOMA,2021,29,1,,18,,25,,2,,,-,0,,,-,,-,OKLAHOMA,,20212946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212965,POINT (145.725693 15.1834)
OHIO,2021,29,,-,3,,12,,13,,,-,0,,,-,,-,OHIO,,20212918,POINT (-82.70936 40.415534)
MINNESOTA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20212923,POINT (-94.198308 46.349153)
LOUISIANA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20212945,POINT (-91.840238 30.921314)
HAWAII,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20212960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,29,3,,24,,157,,261,,,-,0,,,-,,-,,SOUTH ATLANTIC,20212928,
PENNSYLVANIA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20212913,POINT (-77.838886 40.896694)
UTAH,2021,29,,-,3,,2,,3,,,-,0,,,-,,-,UTAH,,20212955,POINT (-111.678222 39.323779)
COLORADO,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20212950,POINT (-105.547832 38.998552)
VERMONT,2021,29,,-,2,,,-,4,,,-,0,,,-,,-,VERMONT,,20212908,POINT (-72.662695 44.075252)
KENTUCKY,2021,29,1,,5,,8,,8,,,-,0,,,-,,-,KENTUCKY,,20212940,POINT (-85.290484 37.526683)
PUERTO RICO,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20212967,POINT (-66.414655 18.215692)
MAINE,2021,29,2,,3,,32,,43,,,-,0,,,-,,-,MAINE,,20212904,POINT (-69.06137 45.117911)
VIRGINIA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20212936,POINT (-78.666382 37.510861)
ARIZONA,2021,29,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20212949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20212964,
WISCONSIN,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20212919,POINT (-89.732969 44.639954)
IDAHO,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20212951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20212968,POINT (-64.840836 18.060868)
MICHIGAN,2021,29,,-,6,,11,,16,,,-,0,,,-,,-,MICHIGAN,,20212917,POINT (-85.730977 44.874798)
GEORGIA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20212932,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,29,,-,3,,6,,15,,,-,0,,,-,,-,,NEW YORK CITY,20212912,
