Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2021†","Rabies, Animal, Cum 2021†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2021†","Rabies, Human, Cum 2021†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
EAST SOUTH CENTRAL,2021,39,2,,7,,43,,50,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20213938,
NORTH DAKOTA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20213926,POINT (-100.46931 47.446305)
NEVADA,2021,39,,-,2,,6,,23,,,-,0,,,-,,-,NEVADA,,20213953,POINT (-114.916992 39.283294)
ILLINOIS,2021,39,2,,5,,33,,36,,,-,0,,,-,,-,ILLINOIS,,20213915,POINT (-89.148632 40.124144)
IOWA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20213921,POINT (-93.500061 42.074659)
TEXAS,2021,39,8,,33,,220,,295,,,-,0,,,-,,-,TEXAS,,20213947,POINT (-99.317341 31.447238)
ALASKA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20213958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20213930,POINT (-77.016275 38.904785)
WASHINGTON,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20213962,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,39,1,,13,,81,,104,,,-,0,,,-,,-,,NEW ENGLAND,20213902,
TOTAL,2021,24,17,,53,,469,,740,,,-,0,,,-,,-,,TOTAL,20212470,
US RESIDENTS,2021,24,17,,53,,469,,740,,,-,0,,,-,,-,,US RESIDENTS,20212401,
NEW HAMPSHIRE,2021,24,1,,4,,11,,7,,,-,0,,,-,,-,NEW HAMPSHIRE,,20212406,POINT (-71.57139 43.680429)
NEW YORK,2021,24,8,,12,,71,,,-,,-,0,,,-,,-,NEW YORK,,20212411,POINT (-75.59655 42.921241)
PACIFIC,2021,24,,-,14,,2,,107,,,-,0,,,-,,-,,PACIFIC,20212457,
WEST SOUTH CENTRAL,2021,24,4,,33,,163,,243,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20212443,
NEBRASKA,2021,24,,-,4,,10,,4,,,-,0,,,-,,-,NEBRASKA,,20212425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,24,,-,6,,12,,34,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20212438,
NORTH DAKOTA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20212426,POINT (-100.46931 47.446305)
NEVADA,2021,24,,-,4,,1,,4,,,-,0,,,-,,-,NEVADA,,20212453,POINT (-114.916992 39.283294)
ILLINOIS,2021,24,2,,6,,12,,8,,,-,0,,,-,,-,ILLINOIS,,20212415,POINT (-89.148632 40.124144)
IOWA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20212421,POINT (-93.500061 42.074659)
TEXAS,2021,24,2,,33,,143,,227,,,-,0,,,-,,-,TEXAS,,20212447,POINT (-99.317341 31.447238)
ALASKA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20212458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20212430,POINT (-77.016275 38.904785)
WASHINGTON,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20212462,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,24,2,,12,,42,,48,,,-,0,,,-,,-,,NEW ENGLAND,20212402,
RHODE ISLAND,2021,24,,-,12,,5,,4,,,-,0,,,-,,-,RHODE ISLAND,,20212407,POINT (-71.534637 41.572574)
OREGON,2021,24,,-,2,,2,,2,,,-,0,,,-,,-,OREGON,,20212461,POINT (-120.605279 43.940449)
DELAWARE,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20212429,POINT (-75.452394 38.994926)
ALABAMA,2021,24,,-,3,,11,,27,,,-,0,,,-,,-,ALABAMA,,20212439,POINT (-86.844516 32.756889)
KANSAS,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20212422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,24,,-,11,,92,,139,,,-,0,,,-,,-,NORTH CAROLINA,,20212434,POINT (-79.130883 35.52603)
GUAM,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20212466,POINT (144.653198 13.3532)
NEW JERSEY,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20212410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,24,,-,2,,1,,8,,,-,0,,,-,,-,NEW MEXICO,,20212454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,24,2,,14,,24,,29,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20212414,
TENNESSEE,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20212442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20212403,POINT (-72.738288 41.575155)
RHODE ISLAND,2021,39,,-,13,,5,,14,,,-,0,,,-,,-,RHODE ISLAND,,20213907,POINT (-71.534637 41.572574)
OREGON,2021,39,,-,2,,10,,14,,,-,0,,,-,,-,OREGON,,20213961,POINT (-120.605279 43.940449)
DELAWARE,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20213929,POINT (-75.452394 38.994926)
ALABAMA,2021,39,2,,3,,30,,40,,,-,0,,,-,,-,ALABAMA,,20213939,POINT (-86.844516 32.756889)
KANSAS,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20213922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,39,8,,10,,163,,241,,,-,0,,,-,,-,NORTH CAROLINA,,20213934,POINT (-79.130883 35.52603)
NEW YORK CITY,2021,33,,-,2,,6,,23,,,-,0,,,-,,-,,NEW YORK CITY,20213312,
MARYLAND,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20212433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,24,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20212435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,24,2,,18,,12,,2,,,-,0,,,-,,-,OKLAHOMA,,20212446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212465,POINT (145.725693 15.1834)
OHIO,2021,24,,-,3,,6,,10,,,-,0,,,-,,-,OHIO,,20212418,POINT (-82.70936 40.415534)
MINNESOTA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20212423,POINT (-94.198308 46.349153)
LOUISIANA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20212445,POINT (-91.840238 30.921314)
HAWAII,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20212460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,24,,-,21,,131,,229,,,-,0,,,-,,-,,SOUTH ATLANTIC,20212428,
PENNSYLVANIA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20212413,POINT (-77.838886 40.896694)
UTAH,2021,24,,-,3,,1,,,-,,-,0,,,-,,-,UTAH,,20212455,POINT (-111.678222 39.323779)
COLORADO,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20212450,POINT (-105.547832 38.998552)
VERMONT,2021,24,,-,2,,,-,4,,,-,0,,,-,,-,VERMONT,,20212408,POINT (-72.662695 44.075252)
KENTUCKY,2021,24,,-,5,,1,,6,,,-,0,,,-,,-,KENTUCKY,,20212440,POINT (-85.290484 37.526683)
PUERTO RICO,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20212467,POINT (-66.414655 18.215692)
MAINE,2021,24,1,,3,,26,,33,,,-,0,,,-,,-,MAINE,,20212404,POINT (-69.06137 45.117911)
VIRGINIA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20212436,POINT (-78.666382 37.510861)
ARIZONA,2021,24,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20212449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20212464,
WISCONSIN,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20212419,POINT (-89.732969 44.639954)
IDAHO,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20212451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20212468,POINT (-64.840836 18.060868)
MICHIGAN,2021,24,,-,6,,6,,11,,,-,0,,,-,,-,MICHIGAN,,20212417,POINT (-85.730977 44.874798)
GEORGIA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20212432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,24,,-,3,,6,,9,,,-,0,,,-,,-,,NEW YORK CITY,20212412,
ARKANSAS,2021,24,,-,3,,8,,14,,,-,0,,,-,,-,ARKANSAS,,20212444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,24,,-,0,,,-,1,,,-,0,,,-,,-,MISSISSIPPI,,20212441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20212427,POINT (-100.230491 44.43614)
WYOMING,2021,24,,-,5,,,-,15,,,-,0,,,-,,-,WYOMING,,20212456,POINT (-107.55145 42.999627)
MISSOURI,2021,24,,-,2,,1,,8,,,-,0,,,-,,-,MISSOURI,,20212424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,24,8,,12,,77,,9,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20212409,
CALIFORNIA,2021,24,,-,13,,,-,105,,,-,0,,,-,,-,CALIFORNIA,,20212459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,24,,-,5,,1,,13,,,-,0,,,-,,-,WEST VIRGINIA,,20212437,POINT (-80.613729 38.642579)
FLORIDA,2021,24,,-,19,,38,,77,,,-,0,,,-,,-,FLORIDA,,20212431,POINT (-82.420978 28.260731)
MONTANA,2021,24,1,,2,,4,,2,,,-,0,,,-,,-,MONTANA,,20212452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,24,,-,4,,11,,12,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20212420,
MASSACHUSETTS,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20212405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,24,1,,8,,7,,29,,,-,0,,,-,,-,,MOUNTAIN,20212448,
INDIANA,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20212416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20212469,
US TERRITORIES,2021,24,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20212463,
GUAM,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20213966,POINT (144.653198 13.3532)
NEW JERSEY,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20213910,POINT (-74.655514 40.110253)
NEW MEXICO,2021,39,,-,2,,3,,10,,,-,0,,,-,,-,NEW MEXICO,,20213954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,39,2,,8,,82,,103,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20213914,
TENNESSEE,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20213942,POINT (-86.343226 35.842998)
CONNECTICUT,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20213903,POINT (-72.738288 41.575155)
MARYLAND,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20213933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,39,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20213935,POINT (-80.864614 33.878572)
OKLAHOMA,2021,39,,-,40,,28,,3,,,-,0,,,-,,-,OKLAHOMA,,20213946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213965,POINT (145.725693 15.1834)
OHIO,2021,39,,-,3,,26,,30,,,-,0,,,-,,-,OHIO,,20213918,POINT (-82.70936 40.415534)
MINNESOTA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20213923,POINT (-94.198308 46.349153)
LOUISIANA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20213945,POINT (-91.840238 30.921314)
HAWAII,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20213960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,39,8,,24,,228,,345,,,-,0,,,-,,-,,SOUTH ATLANTIC,20213928,
PENNSYLVANIA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20213913,POINT (-77.838886 40.896694)
UTAH,2021,39,,-,2,,4,,8,,,-,0,,,-,,-,UTAH,,20213955,POINT (-111.678222 39.323779)
COLORADO,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20213950,POINT (-105.547832 38.998552)
VERMONT,2021,39,,-,3,,10,,11,,,-,0,,,-,,-,VERMONT,,20213908,POINT (-72.662695 44.075252)
KENTUCKY,2021,39,,-,6,,13,,8,,,-,0,,,-,,-,KENTUCKY,,20213940,POINT (-85.290484 37.526683)
PUERTO RICO,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20213967,POINT (-66.414655 18.215692)
MAINE,2021,39,1,,4,,43,,60,,,-,0,,,-,,-,MAINE,,20213904,POINT (-69.06137 45.117911)
VIRGINIA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20213936,POINT (-78.666382 37.510861)
ARIZONA,2021,39,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20213949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213964,
WISCONSIN,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20213919,POINT (-89.732969 44.639954)
IDAHO,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20213951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20213968,POINT (-64.840836 18.060868)
MICHIGAN,2021,39,,-,4,,23,,37,,,-,0,,,-,,-,MICHIGAN,,20213917,POINT (-85.730977 44.874798)
GEORGIA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20213932,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,39,,-,2,,6,,30,,,-,0,,,-,,-,,NEW YORK CITY,20213912,
ARKANSAS,2021,39,,-,3,,10,,25,,,-,0,,,-,,-,ARKANSAS,,20213944,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,39,,-,0,,,-,2,,,-,0,,,-,,-,MISSISSIPPI,,20213941,POINT (-89.65344 32.713378)
TOTAL,2021,33,31,,59,,777,,1012,,,-,0,,,-,,-,,TOTAL,20213370,
PACIFIC,2021,33,2,,14,,7,,127,,,-,0,,,-,,-,,PACIFIC,20213357,
WEST SOUTH CENTRAL,2021,33,5,,42,,228,,283,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20213343,
EAST SOUTH CENTRAL,2021,33,,-,6,,30,,45,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20213338,
NEVADA,2021,33,,-,2,,5,,17,,,-,0,,,-,,-,NEVADA,,20213353,POINT (-114.916992 39.283294)
TEXAS,2021,33,3,,33,,193,,258,,,-,0,,,-,,-,TEXAS,,20213347,POINT (-99.317341 31.447238)
ALASKA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20213358,POINT (-151.631889 63.631126)
WASHINGTON,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20213362,POINT (-120.592492 47.411715)
OREGON,2021,33,2,,2,,7,,6,,,-,0,,,-,,-,OREGON,,20213361,POINT (-120.605279 43.940449)
ALABAMA,2021,33,,-,3,,21,,36,,,-,0,,,-,,-,ALABAMA,,20213339,POINT (-86.844516 32.756889)
NORTH CAROLINA,2021,33,7,,10,,127,,203,,,-,0,,,-,,-,NORTH CAROLINA,,20213334,POINT (-79.130883 35.52603)
GUAM,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20213366,POINT (144.653198 13.3532)
NEW MEXICO,2021,33,,-,2,,2,,8,,,-,0,,,-,,-,NEW MEXICO,,20213354,POINT (-106.108388 34.421369)
SOUTH DAKOTA,2021,39,,-,0,,,-,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20213927,POINT (-100.230491 44.43614)
WYOMING,2021,39,,-,3,,,-,36,,,-,0,,,-,,-,WYOMING,,20213956,POINT (-107.55145 42.999627)
MISSOURI,2021,39,,-,1,,5,,15,,,-,0,,,-,,-,MISSOURI,,20213924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,39,9,,17,,189,,30,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20213909,
CALIFORNIA,2021,39,,-,10,,105,,178,,,-,0,,,-,,-,CALIFORNIA,,20213959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,39,,-,1,,1,,22,,,-,0,,,-,,-,WEST VIRGINIA,,20213937,POINT (-80.613729 38.642579)
FLORIDA,2021,39,,-,19,,64,,82,,,-,0,,,-,,-,FLORIDA,,20213931,POINT (-82.420978 28.260731)
MONTANA,2021,39,,-,2,,12,,12,,,-,0,,,-,,-,MONTANA,,20213952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,39,1,,4,,34,,42,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20213920,
MASSACHUSETTS,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20213905,POINT (-71.481104 42.151077)
MOUNTAIN,2021,39,,-,8,,25,,89,,,-,0,,,-,,-,,MOUNTAIN,20213948,
US RESIDENTS,2021,33,31,,59,,777,,1012,,,-,0,,,-,,-,,US RESIDENTS,20213301,
NEW HAMPSHIRE,2021,33,,-,4,,18,,14,,,-,0,,,-,,-,NEW HAMPSHIRE,,20213306,POINT (-71.57139 43.680429)
NEW YORK,2021,33,14,,17,,144,,,-,,-,0,,,-,,-,NEW YORK,,20213311,POINT (-75.59655 42.921241)
NEBRASKA,2021,33,,-,4,,23,,9,,,-,0,,,-,,-,NEBRASKA,,20213325,POINT (-99.810595 41.527099)
TOTAL,2021,25,22,,53,,497,,769,,,-,0,,,-,,-,,TOTAL,20212570,
US RESIDENTS,2021,25,22,,53,,497,,769,,,-,0,,,-,,-,,US RESIDENTS,20212501,
NEW HAMPSHIRE,2021,25,,-,4,,11,,7,,,-,0,,,-,,-,NEW HAMPSHIRE,,20212506,POINT (-71.57139 43.680429)
NEW YORK,2021,25,1,,12,,72,,,-,,-,0,,,-,,-,NEW YORK,,20212511,POINT (-75.59655 42.921241)
PACIFIC,2021,25,,-,14,,2,,110,,,-,0,,,-,,-,,PACIFIC,20212557,
WEST SOUTH CENTRAL,2021,25,9,,33,,172,,246,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20212543,
NEBRASKA,2021,25,1,,4,,11,,5,,,-,0,,,-,,-,NEBRASKA,,20212525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,25,3,,6,,15,,34,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20212538,
NORTH DAKOTA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20212526,POINT (-100.46931 47.446305)
NEVADA,2021,25,,-,4,,1,,5,,,-,0,,,-,,-,NEVADA,,20212553,POINT (-114.916992 39.283294)
ILLINOIS,2021,25,2,,6,,14,,9,,,-,0,,,-,,-,ILLINOIS,,20212515,POINT (-89.148632 40.124144)
IOWA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20212521,POINT (-93.500061 42.074659)
TEXAS,2021,25,,-,33,,143,,229,,,-,0,,,-,,-,TEXAS,,20212547,POINT (-99.317341 31.447238)
ALASKA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20212558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20212530,POINT (-77.016275 38.904785)
WASHINGTON,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20212562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,25,1,,12,,43,,50,,,-,0,,,-,,-,,NEW ENGLAND,20212502,
RHODE ISLAND,2021,25,,-,12,,5,,4,,,-,0,,,-,,-,RHODE ISLAND,,20212507,POINT (-71.534637 41.572574)
OREGON,2021,25,,-,2,,2,,3,,,-,0,,,-,,-,OREGON,,20212561,POINT (-120.605279 43.940449)
DELAWARE,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20212529,POINT (-75.452394 38.994926)
ALABAMA,2021,25,2,,3,,13,,27,,,-,0,,,-,,-,ALABAMA,,20212539,POINT (-86.844516 32.756889)
KANSAS,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20212522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,25,4,,11,,99,,149,,,-,0,,,-,,-,NORTH CAROLINA,,20212534,POINT (-79.130883 35.52603)
GUAM,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20212566,POINT (144.653198 13.3532)
NEW JERSEY,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20212510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,25,,-,2,,1,,8,,,-,0,,,-,,-,NEW MEXICO,,20212554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,25,3,,14,,30,,32,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20212514,
TENNESSEE,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20212542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20212503,POINT (-72.738288 41.575155)
MARYLAND,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20212533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,25,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20212535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,25,9,,18,,21,,2,,,-,0,,,-,,-,OKLAHOMA,,20212546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212565,POINT (145.725693 15.1834)
OHIO,2021,25,1,,3,,7,,10,,,-,0,,,-,,-,OHIO,,20212518,POINT (-82.70936 40.415534)
MINNESOTA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20212523,POINT (-94.198308 46.349153)
LOUISIANA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20212545,POINT (-91.840238 30.921314)
HAWAII,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20212560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,25,4,,21,,138,,239,,,-,0,,,-,,-,,SOUTH ATLANTIC,20212528,
PUERTO RICO,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20212567,POINT (-66.414655 18.215692)
NORTH DAKOTA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20213326,POINT (-100.46931 47.446305)
ILLINOIS,2021,33,1,,6,,20,,22,,,-,0,,,-,,-,ILLINOIS,,20213315,POINT (-89.148632 40.124144)
IOWA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20213321,POINT (-93.500061 42.074659)
DISTRICT OF COLUMBIA,2021,33,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20213330,POINT (-77.016275 38.904785)
NEW ENGLAND,2021,33,1,,13,,66,,79,,,-,0,,,-,,-,,NEW ENGLAND,20213302,
PENNSYLVANIA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20212513,POINT (-77.838886 40.896694)
UTAH,2021,25,,-,3,,1,,,-,,-,0,,,-,,-,UTAH,,20212555,POINT (-111.678222 39.323779)
COLORADO,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20212550,POINT (-105.547832 38.998552)
VERMONT,2021,25,,-,2,,,-,4,,,-,0,,,-,,-,VERMONT,,20212508,POINT (-72.662695 44.075252)
KENTUCKY,2021,25,1,,5,,2,,6,,,-,0,,,-,,-,KENTUCKY,,20212540,POINT (-85.290484 37.526683)
MAINE,2021,25,1,,3,,27,,35,,,-,0,,,-,,-,MAINE,,20212504,POINT (-69.06137 45.117911)
VIRGINIA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20212536,POINT (-78.666382 37.510861)
ARIZONA,2021,25,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20212549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20212564,
WISCONSIN,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20212519,POINT (-89.732969 44.639954)
IDAHO,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20212551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20212568,POINT (-64.840836 18.060868)
MICHIGAN,2021,25,,-,6,,9,,13,,,-,0,,,-,,-,MICHIGAN,,20212517,POINT (-85.730977 44.874798)
GEORGIA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20212532,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,25,,-,3,,6,,10,,,-,0,,,-,,-,,NEW YORK CITY,20212512,
ARKANSAS,2021,25,,-,3,,8,,15,,,-,0,,,-,,-,ARKANSAS,,20212544,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,25,,-,0,,,-,1,,,-,0,,,-,,-,MISSISSIPPI,,20212541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,25,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20212527,POINT (-100.230491 44.43614)
