Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
NORTHERN MARIANA ISLANDS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204665,POINT (145.725693 15.1834)
OHIO,2020,46,,-,3,,38,,42,,,-,0,,,-,,-,OHIO,,20204618,POINT (-82.70936 40.415534)
MINNESOTA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20204623,POINT (-94.198308 46.349153)
LOUISIANA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20204645,POINT (-91.840238 30.921314)
HAWAII,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20204660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,46,3,,32,,366,,569,,,-,0,,,-,,-,,SOUTH ATLANTIC,20204628,
PENNSYLVANIA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20204613,POINT (-77.838886 40.896694)
UTAH,2020,46,,-,3,,5,,12,,,-,0,,,-,,-,UTAH,,20204655,POINT (-111.678222 39.323779)
COLORADO,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20204650,POINT (-105.547832 38.998552)
VERMONT,2020,46,,-,1,,,-,15,,,-,0,,,-,,-,VERMONT,,20204608,POINT (-72.662695 44.075252)
KENTUCKY,2020,46,,-,5,,13,,14,,,-,0,,,-,,-,KENTUCKY,,20204640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204667,POINT (-66.414655 18.215692)
MAINE,2020,46,1,,6,,69,,79,,,-,0,,,-,,-,MAINE,,20204604,POINT (-69.06137 45.117911)
VIRGINIA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20204636,POINT (-78.666382 37.510861)
ARIZONA,2020,46,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20204649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204664,
WISCONSIN,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20204619,POINT (-89.732969 44.639954)
IDAHO,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20204651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204668,POINT (-64.840836 18.060868)
MICHIGAN,2020,46,,-,4,,23,,52,,,-,0,,,-,,-,MICHIGAN,,20204617,POINT (-85.730977 44.874798)
GEORGIA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20204632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,46,,-,1,,,-,23,,,-,0,,,-,,-,,NEW YORK CITY,20204612,
ARKANSAS,2020,46,,-,3,,26,,24,,,-,0,,,-,,-,ARKANSAS,,20204644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,46,,-,1,,1,,3,,,-,0,,,-,,-,MISSISSIPPI,,20204641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,46,,-,0,,,-,16,,,-,0,,,-,,-,SOUTH DAKOTA,,20204627,POINT (-100.230491 44.43614)
WYOMING,2020,46,,-,0,,,-,26,,,-,0,,,-,,-,WYOMING,,20204656,POINT (-107.55145 42.999627)
MISSOURI,2020,46,,-,4,,16,,22,,,-,0,,,-,,-,MISSOURI,,20204624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,46,8,,27,,391,,529,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204609,
CALIFORNIA,2020,46,,-,9,,130,,258,,,-,0,,,-,,-,CALIFORNIA,,20204659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,46,,-,5,,24,,50,,,-,0,,,-,,-,WEST VIRGINIA,,20204637,POINT (-80.613729 38.642579)
FLORIDA,2020,46,,-,28,,64,,120,,,-,0,,,-,,-,FLORIDA,,20204631,POINT (-82.420978 28.260731)
MONTANA,2020,46,,-,2,,12,,17,,,-,0,,,-,,-,MONTANA,,20204652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,46,,-,4,,38,,87,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204620,
CONNECTICUT,2020,29,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20202903,POINT (-72.738288 41.575155)
MAINE,2020,29,2,,6,,43,,40,,,-,0,,,-,,-,MAINE,,20202904,POINT (-69.06137 45.117911)
MASSACHUSETTS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20204605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,46,,-,7,,37,,95,,,-,0,,,-,,-,,MOUNTAIN,20204648,
MASSACHUSETTS,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20202905,POINT (-71.481104 42.151077)
MIDDLE ATLANTIC,2020,29,13,,27,,245,,294,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20202909,
NEW YORK CITY,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20202912,
INDIANA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20202916,POINT (-86.2818 39.919991)
MICHIGAN,2020,29,,-,6,,8,,18,,,-,0,,,-,,-,MICHIGAN,,20202917,POINT (-85.730977 44.874798)
WISCONSIN,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20202919,POINT (-89.732969 44.639954)
WEST NORTH CENTRAL,2020,29,1,,7,,15,,48,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20202920,
MISSOURI,2020,29,,-,3,,9,,11,,,-,0,,,-,,-,MISSOURI,,20202924,POINT (-92.477244 38.3675)
SOUTH DAKOTA,2020,29,,-,4,,,-,2,,,-,0,,,-,,-,SOUTH DAKOTA,,20202927,POINT (-100.230491 44.43614)
FLORIDA,2020,29,,-,21,,35,,120,,,-,0,,,-,,-,FLORIDA,,20202931,POINT (-82.420978 28.260731)
GEORGIA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20202932,POINT (-83.426574 32.638481)
VIRGINIA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20202936,POINT (-78.666382 37.510861)
WEST VIRGINIA,2020,29,,-,4,,10,,30,,,-,0,,,-,,-,WEST VIRGINIA,,20202937,POINT (-80.613729 38.642579)
MISSISSIPPI,2020,29,,-,1,,1,,1,,,-,0,,,-,,-,MISSISSIPPI,,20202941,POINT (-89.65344 32.713378)
ARKANSAS,2020,29,,-,3,,,-,18,,,-,0,,,-,,-,ARKANSAS,,20202944,POINT (-92.439162 34.899825)
MOUNTAIN,2020,29,,-,9,,11,,35,,,-,0,,,-,,-,,MOUNTAIN,20202948,
ARIZONA,2020,29,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20202949,POINT (-111.664616 34.293239)
IDAHO,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20202951,POINT (-114.659366 44.389073)
MONTANA,2020,29,,-,4,,2,,3,,,-,0,,,-,,-,MONTANA,,20202952,POINT (-109.645127 47.033521)
WYOMING,2020,29,,-,2,,,-,14,,,-,0,,,-,,-,WYOMING,,20202956,POINT (-107.55145 42.999627)
CALIFORNIA,2020,29,3,,16,,51,,119,,,-,0,,,-,,-,CALIFORNIA,,20202959,POINT (-119.662127 37.211164)
US TERRITORIES,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20202963,
AMERICAN SAMOA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20202964,
U.S. VIRGIN ISLANDS,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20202968,POINT (-64.840836 18.060868)
NEW ENGLAND,2020,30,2,,9,,62,,79,,,-,0,,,-,,-,,NEW ENGLAND,20203002,
TOTAL,2020,38,20,,72,,1261,,2030,,,-,0,,,-,,-,,TOTAL,20203870,
GUAM,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203866,POINT (144.653198 13.3532)
NORTHERN MARIANA ISLANDS,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203865,POINT (145.725693 15.1834)
PUERTO RICO,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203867,POINT (-66.414655 18.215692)
U.S. VIRGIN ISLANDS,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203868,POINT (-64.840836 18.060868)
NON-US RESIDENTS,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203869,
INDIANA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20204616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204669,
US TERRITORIES,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204663,
NEW YORK,2020,40,,-,27,,332,,436,,,-,0,,,-,,-,NEW YORK,,20204011,POINT (-75.59655 42.921241)
ILLINOIS,2020,40,1,,6,,37,,48,,,-,0,,,-,,-,ILLINOIS,,20204015,POINT (-89.148632 40.124144)
RHODE ISLAND,2020,40,1,,7,,15,,17,,,-,0,,,-,,-,RHODE ISLAND,,20204007,POINT (-71.534637 41.572574)
NEW JERSEY,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20204010,POINT (-74.655514 40.110253)
EAST NORTH CENTRAL,2020,40,2,,9,,87,,134,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204014,
NEW HAMPSHIRE,2020,38,,-,2,,18,,26,,,-,0,,,-,,-,NEW HAMPSHIRE,,20203806,POINT (-71.57139 43.680429)
NEW YORK,2020,38,8,,27,,320,,404,,,-,0,,,-,,-,NEW YORK,,20203811,POINT (-75.59655 42.921241)
PACIFIC,2020,38,2,,14,,111,,205,,,-,0,,,-,,-,,PACIFIC,20203857,
WEST SOUTH CENTRAL,2020,38,,-,22,,249,,452,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20203843,
NEBRASKA,2020,38,,-,4,,16,,15,,,-,0,,,-,,-,NEBRASKA,,20203825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,38,,-,7,,48,,50,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20203838,
NORTH DAKOTA,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20203826,POINT (-100.46931 47.446305)
NEVADA,2020,38,,-,2,,7,,10,,,-,0,,,-,,-,NEVADA,,20203853,POINT (-114.916992 39.283294)
ILLINOIS,2020,38,,-,6,,35,,48,,,-,0,,,-,,-,ILLINOIS,,20203815,POINT (-89.148632 40.124144)
IOWA,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20203821,POINT (-93.500061 42.074659)
TEXAS,2020,38,,-,20,,247,,408,,,-,0,,,-,,-,TEXAS,,20203847,POINT (-99.317341 31.447238)
ALASKA,2020,38,,-,0,,,-,7,,,-,0,,,-,,-,ALASKA,,20203858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20203830,POINT (-77.016275 38.904785)
WASHINGTON,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20203862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,38,4,,9,,90,,128,,,-,0,,,-,,-,,NEW ENGLAND,20203802,
RHODE ISLAND,2020,38,3,,7,,14,,17,,,-,0,,,-,,-,RHODE ISLAND,,20203807,POINT (-71.534637 41.572574)
OREGON,2020,38,,-,2,,8,,2,,,-,0,,,-,,-,OREGON,,20203861,POINT (-120.605279 43.940449)
DELAWARE,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20203829,POINT (-75.452394 38.994926)
ALABAMA,2020,38,,-,4,,39,,39,,,-,0,,,-,,-,ALABAMA,,20203839,POINT (-86.844516 32.756889)
KANSAS,2020,38,,-,0,,,-,29,,,-,0,,,-,,-,KANSAS,,20203822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,38,6,,12,,234,,235,,,-,0,,,-,,-,NORTH CAROLINA,,20203834,POINT (-79.130883 35.52603)
NEW JERSEY,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20203810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,38,,-,2,,8,,19,,,-,0,,,-,,-,NEW MEXICO,,20203854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,38,,-,9,,82,,125,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20203814,
TENNESSEE,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20203842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,38,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20203803,POINT (-72.738288 41.575155)
MARYLAND,2020,38,,-,0,,,-,112,,,-,0,,,-,,-,MARYLAND,,20203833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,38,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20203835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,38,,-,4,,2,,22,,,-,0,,,-,,-,OKLAHOMA,,20203846,POINT (-97.508297 35.583449)
OHIO,2020,38,,-,3,,29,,35,,,-,0,,,-,,-,OHIO,,20203818,POINT (-82.70936 40.415534)
MINNESOTA,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20203823,POINT (-94.198308 46.349153)
LOUISIANA,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20203845,POINT (-91.840238 30.921314)
HAWAII,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20203860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,38,6,,38,,308,,509,,,-,0,,,-,,-,,SOUTH ATLANTIC,20203828,
PENNSYLVANIA,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20203813,POINT (-77.838886 40.896694)
UTAH,2020,38,,-,1,,2,,12,,,-,0,,,-,,-,UTAH,,20203855,POINT (-111.678222 39.323779)
COLORADO,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20203850,POINT (-105.547832 38.998552)
VERMONT,2020,38,,-,2,,,-,12,,,-,0,,,-,,-,VERMONT,,20203808,POINT (-72.662695 44.075252)
KENTUCKY,2020,38,,-,5,,8,,9,,,-,0,,,-,,-,KENTUCKY,,20203840,POINT (-85.290484 37.526683)
MAINE,2020,38,1,,6,,58,,65,,,-,0,,,-,,-,MAINE,,20203804,POINT (-69.06137 45.117911)
VIRGINIA,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20203836,POINT (-78.666382 37.510861)
ARIZONA,2020,38,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20203849,POINT (-111.664616 34.293239)
TOTAL,2020,30,23,,76,,931,,1496,,,-,0,,,-,,-,,TOTAL,20203070,
US RESIDENTS,2020,30,23,,76,,931,,1496,,,-,0,,,-,,-,,US RESIDENTS,20203001,
NEW HAMPSHIRE,2020,30,1,,2,,10,,21,,,-,0,,,-,,-,NEW HAMPSHIRE,,20203006,POINT (-71.57139 43.680429)
NEW YORK,2020,30,12,,27,,257,,312,,,-,0,,,-,,-,NEW YORK,,20203011,POINT (-75.59655 42.921241)
PACIFIC,2020,30,,-,16,,51,,137,,,-,0,,,-,,-,,PACIFIC,20203057,
WEST SOUTH CENTRAL,2020,30,1,,22,,236,,354,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20203043,
AMERICAN SAMOA,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20203864,
NEBRASKA,2020,30,,-,3,,6,,6,,,-,0,,,-,,-,NEBRASKA,,20203025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,30,,-,7,,35,,36,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20203038,
NORTH DAKOTA,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20203026,POINT (-100.46931 47.446305)
NEVADA,2020,30,,-,1,,1,,2,,,-,0,,,-,,-,NEVADA,,20203053,POINT (-114.916992 39.283294)
ILLINOIS,2020,30,,-,7,,14,,16,,,-,0,,,-,,-,ILLINOIS,,20203015,POINT (-89.148632 40.124144)
IOWA,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20203021,POINT (-93.500061 42.074659)
TEXAS,2020,30,1,,20,,234,,320,,,-,0,,,-,,-,TEXAS,,20203047,POINT (-99.317341 31.447238)
ALASKA,2020,30,,-,0,,,-,7,,,-,0,,,-,,-,ALASKA,,20203058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20203030,POINT (-77.016275 38.904785)
WASHINGTON,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20203062,POINT (-120.592492 47.411715)
RHODE ISLAND,2020,30,,-,7,,7,,2,,,-,0,,,-,,-,RHODE ISLAND,,20203007,POINT (-71.534637 41.572574)
OREGON,2020,30,,-,1,,,-,2,,,-,0,,,-,,-,OREGON,,20203061,POINT (-120.605279 43.940449)
DELAWARE,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20203029,POINT (-75.452394 38.994926)
ALABAMA,2020,30,,-,4,,26,,29,,,-,0,,,-,,-,ALABAMA,,20203039,POINT (-86.844516 32.756889)
KANSAS,2020,30,,-,0,,,-,29,,,-,0,,,-,,-,KANSAS,,20203022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,30,4,,15,,174,,170,,,-,0,,,-,,-,NORTH CAROLINA,,20203034,POINT (-79.130883 35.52603)
GUAM,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203066,POINT (144.653198 13.3532)
NEW JERSEY,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20203010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,30,,-,2,,8,,14,,,-,0,,,-,,-,NEW MEXICO,,20203054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,30,2,,13,,38,,56,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20203014,
TENNESSEE,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20203042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,30,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20203003,POINT (-72.738288 41.575155)
MARYLAND,2020,30,,-,0,,,-,112,,,-,0,,,-,,-,MARYLAND,,20203033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,30,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20203035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,30,,-,4,,2,,16,,,-,0,,,-,,-,OKLAHOMA,,20203046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203065,POINT (145.725693 15.1834)
OHIO,2020,30,2,,4,,15,,21,,,-,0,,,-,,-,OHIO,,20203018,POINT (-82.70936 40.415534)
MINNESOTA,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20203023,POINT (-94.198308 46.349153)
LOUISIANA,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20203045,POINT (-91.840238 30.921314)
HAWAII,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20203060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,30,6,,31,,226,,432,,,-,0,,,-,,-,,SOUTH ATLANTIC,20203028,
PENNSYLVANIA,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20203013,POINT (-77.838886 40.896694)
UTAH,2020,30,,-,3,,,-,4,,,-,0,,,-,,-,UTAH,,20203055,POINT (-111.678222 39.323779)
COLORADO,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20203050,POINT (-105.547832 38.998552)
VERMONT,2020,30,,-,2,,,-,8,,,-,0,,,-,,-,VERMONT,,20203008,POINT (-72.662695 44.075252)
KENTUCKY,2020,30,,-,5,,8,,6,,,-,0,,,-,,-,KENTUCKY,,20203040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203067,POINT (-66.414655 18.215692)
MAINE,2020,30,1,,6,,45,,40,,,-,0,,,-,,-,MAINE,,20203004,POINT (-69.06137 45.117911)
VIRGINIA,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20203036,POINT (-78.666382 37.510861)
ARIZONA,2020,30,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20203049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20203064,
WISCONSIN,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20203019,POINT (-89.732969 44.639954)
IDAHO,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20203051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203068,POINT (-64.840836 18.060868)
MICHIGAN,2020,30,,-,6,,9,,19,,,-,0,,,-,,-,MICHIGAN,,20203017,POINT (-85.730977 44.874798)
GEORGIA,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20203032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20203012,
ARKANSAS,2020,30,,-,3,,,-,18,,,-,0,,,-,,-,ARKANSAS,,20203044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,30,,-,1,,1,,1,,,-,0,,,-,,-,MISSISSIPPI,,20203041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,30,,-,4,,,-,2,,,-,0,,,-,,-,SOUTH DAKOTA,,20203027,POINT (-100.230491 44.43614)
WYOMING,2020,30,,-,2,,,-,16,,,-,0,,,-,,-,WYOMING,,20203056,POINT (-107.55145 42.999627)
MISSOURI,2020,30,,-,3,,9,,14,,,-,0,,,-,,-,MISSOURI,,20203024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,30,12,,27,,257,,312,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20203009,
CALIFORNIA,2020,30,,-,16,,51,,128,,,-,0,,,-,,-,CALIFORNIA,,20203059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,30,2,,5,,16,,30,,,-,0,,,-,,-,WEST VIRGINIA,,20203037,POINT (-80.613729 38.642579)
FLORIDA,2020,30,,-,21,,36,,120,,,-,0,,,-,,-,FLORIDA,,20203031,POINT (-82.420978 28.260731)
MONTANA,2020,30,,-,4,,2,,3,,,-,0,,,-,,-,MONTANA,,20203052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,30,,-,7,,15,,51,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20203020,
MASSACHUSETTS,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20203005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,30,,-,9,,11,,39,,,-,0,,,-,,-,,MOUNTAIN,20203048,
INDIANA,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20203016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203069,
US TERRITORIES,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203063,
NON-US RESIDENTS,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203269,
WISCONSIN,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20203819,POINT (-89.732969 44.639954)
IDAHO,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20203851,POINT (-114.659366 44.389073)
MICHIGAN,2020,38,,-,6,,18,,42,,,-,0,,,-,,-,MICHIGAN,,20203817,POINT (-85.730977 44.874798)
GEORGIA,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20203832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20203812,
ARKANSAS,2020,38,,-,1,,,-,22,,,-,0,,,-,,-,ARKANSAS,,20203844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,38,,-,1,,1,,2,,,-,0,,,-,,-,MISSISSIPPI,,20203841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,38,,-,1,,,-,14,,,-,0,,,-,,-,SOUTH DAKOTA,,20203827,POINT (-100.230491 44.43614)
WYOMING,2020,38,,-,1,,,-,25,,,-,0,,,-,,-,WYOMING,,20203856,POINT (-107.55145 42.999627)
MISSOURI,2020,38,,-,3,,9,,18,,,-,0,,,-,,-,MISSOURI,,20203824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,38,8,,27,,320,,404,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20203809,
CALIFORNIA,2020,38,2,,14,,103,,196,,,-,0,,,-,,-,CALIFORNIA,,20203859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,38,,-,5,,22,,42,,,-,0,,,-,,-,WEST VIRGINIA,,20203837,POINT (-80.613729 38.642579)
FLORIDA,2020,38,,-,35,,52,,120,,,-,0,,,-,,-,FLORIDA,,20203831,POINT (-82.420978 28.260731)
MONTANA,2020,38,,-,2,,11,,15,,,-,0,,,-,,-,MONTANA,,20203852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,38,,-,6,,25,,76,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20203820,
MASSACHUSETTS,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20203805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,38,,-,7,,28,,81,,,-,0,,,-,,-,,MOUNTAIN,20203848,
INDIANA,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20203816,POINT (-86.2818 39.919991)
US TERRITORIES,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203863,
TOTAL,2020,33,37,,77,,1060,,1689,,,-,0,,,-,,-,,TOTAL,20203370,
PACIFIC,2020,33,,-,16,,70,,160,,,-,0,,,-,,-,,PACIFIC,20203357,
